"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-","H/AB","R","HR","RBI","SO","SB","OBP","TB","GP"
"*05t9n*","Carson Williams","TB","SS","690","FA","22","","48.07","64","434.8","80%","0%","72/342","51","12","43","124","14",".301","127","94"
"*0414h*","Gabriel Arias","CLE","2B,SS","691","FA","25","","47.87","29","468.6","27%","0%","96/426","44","12","47","129","9",".281","164","117"
"*05uei*","Chase DeLauter","CLE","CF,RF","692","FA","24","","47.86","96","325.1","91%","0%","79/346","45","11","41","59","1",".331","134","101"
"*05rc3*","Masataka Yoshida","BOS","LF","695","FA","32","","47.7","59","469.6","36%","-1%","86/317","36","8","44","46","5",".328","128","83"
"*05128*","Jared Triolo","PIT","1B,2B,3B,SS","696","FA","28","","47.66","48","446.9","31%","0%","87/381","46","9","34","92","11",".319","135","102"
"*04si3*","Brayan Rocchio","CLE","2B,SS","703","FA","25","","47.35","29","462.3","26%","0%","83/372","42","6","41","70","9",".304","126","115"
"*026mn*","Javier Baez","DET","2B,3B,SS,CF","705","FA","33","","47.15","56","448","43%","-1%","96/416","48","10","53","113","5",".266","149","109"
"*025fx*","Tommy Pham","(N/A)","LF","706","FA","37","","47.14","11","480.3","8%","0%","89/364","41","11","44","91","5",".318","143","96"
"*05js7*","Nick Yorke","PIT","2B","714","FA","23","","47.02","27","483.1","41%","0%","94/363","40","5","39","79","12",".328","132","101"
"*05y7x*","Cole Young","SEA","2B","718","FA","22","","46.86","48","464.4","64%","0%","87/381","45","6","38","64","5",".332","127","116"
"*04ppo*","Kyle Isbel","KC","CF","721","FA","28","","46.71","19","481.6","13%","0%","89/376","51","7","38","84","7",".291","135","120"
"*05ub0*","Zack Gelof","ATH","2B","724","FA","26","","46.65","78","435.4","53%","-2%","79/366","49","13","38","132","12",".300","139","105"
"*06bs4*","Daniel Schneemann","CLE","2B,3B,SS,CF,RF","725","FA","29","","46.62","30","481.4","21%","-1%","81/374","44","10","41","106","10",".311","133","109"
"*0406v*","Esteury Ruiz","MIA","LF","731","FA","27","","46.45","15","480.3","21%","0%","44/188","27","4","18","41","31",".336","67","52"
"*04ydd*","Angel Martinez","CLE","2B,CF","732","FA","24","","46.44","22","485.9","24%","-1%","86/377","45","8","39","82","7",".289","135","108"
"*04ppk*","Richie Palacios","TB","2B,LF","735","FA","28","","46.34","19","482","16%","0%","63/268","41","5","23","53","18",".343","89","83"
"*03nri*","Lourdes Gurriel Jr.","ARI","LF","737","FA","32","","46.28","72","445.9","60%","0%","71/272","32","10","40","44","5",".309","116","66"
"*026qc*","Joc Pederson","TEX","1B","742","FA","33","","46.14","36","478.5","21%","0%","62/277","41","15","40","76","3",".338","120","84"
"*03qmr*","Nathan Lukes","TOR","LF,CF,RF","744","FA","31","","46.13","68","449.2","35%","-2%","78/296","40","7","43","46","2",".337","117","84"
"*04alq*","Pavin Smith","ARI","1B","747","FA","30","","46.1","30","470.6","27%","0%","75/319","42","12","42","82","2",".346","132","93"
"*05un2*","Edgar Quero","CHW","C","750","FA","22","","46.05","78","416.6","63%","0%","91/353","34","7","42","72","0",".348","126","107"
"*06in4*","Hyeseong Kim","LAD","2B,SS,CF","751","FA","27","","45.99","80","412.9","66%","0%","84/362","41","6","35","104","18",".291","121","101"
"*05vy5*","Carter Jensen","KC","C","754","FA","22","","45.94","97","344.4","90%","0%","75/279","38","10","41","80","3",".366","126","84"
"*06dn6*","CJ Kayfus","CLE","1B,RF","755","FA","24","","45.88","52","457.1","63%","-1%","83/337","40","10","47","102","5",".342","140","100"
"*05rbs*","Moises Ballesteros","CHC","C,1B","756","FA","22","","45.8","88","387","83%","0%","89/334","34","10","42","61","1",".345","137","97"
"*03qyv*","Jake McCarthy","COL","LF,CF,RF","761","FA","28","","45.68","51","456.7","30%","0%","74/286","37","5","27","52","13",".329","110","83"
"*063vu*","Matt Shaw","CHC","3B","764","FA","24","","45.53","99","272.9","93%","0%","58/238","34","9","28","54","13",".333","100","70"
"*04ppi*","Kody Clemens","MIN","1B,2B,LF,RF","767","FA","29","","45.48","63","436.8","40%","0%","63/285","36","14","39","75","4",".295","124","83"
"*01usr*","Kyle Higashioka","TEX","C","768","FA","35","","45.46","35","459.1","18%","-1%","63/253","33","13","45","75","3",".296","117","75"
"*01cgt*","Wilmer Flores","(N/A)","1B","769","FA","34","","45.38","9","474.8","13%","0%","73/307","34","11","48","63","1",".314","118","82"
"*0514k*","Pedro Pages","STL","C","771","FA","27","","45.28","30","467","19%","0%","87/375","40","12","47","111","0",".294","139","115"
"*041qd*","Jake Fraley","TB","RF","776","FA","30","","44.92","21","482.8","14%","0%","75/296","39","6","33","59","8",".332","112","84"
"*062z3*","Brooks Baldwin","CHW","2B,3B,SS,LF,CF,RF","779","FA","25","","44.81","25","467.2","26%","0%","76/305","34","10","34","81","9",".312","122","84"
"*02mx2*","Tyrone Taylor","NYM","CF","780","FA","32","","44.73","10","480.1","9%","0%","74/318","40","6","33","78","12",".284","117","91"
"*041ts*","Luke Raley","SEA","1B,RF","790","FA","31","","44.27","23","480.3","19%","0%","65/291","41","13","38","92","4",".315","119","84"
"*032gq*","Rowdy Tellez","(N/A)","1B","797","FA","30","","43.98","6","475.2","5%","-1%","65/277","30","14","45","75","1",".293","118","74"
"*05gbe*","Robert Hassell","WSH","CF,RF","806","FA","24","","43.73","23","487.2","34%","0%","84/356","38","7","33","98","12",".304","118","94"
"*05ynb*","Liam Hicks","MIA","C,1B","808","FA","26","","43.61","21","470.2","21%","0%","72/299","34","4","36","50","2",".353","99","92"
"*04fqi*","George Valera","CLE","RF","810","FA","25","","43.59","32","487","34%","0%","84/405","43","12","39","125","3",".313","139","111"
"*062ho*","Javier Sanoja","MIA","2B,3B,SS,LF,CF,RP","811","FA","23","","43.53","20","478.9","18%","0%","66/259","29","4","31","24","6",".308","101","75"
"*03aay*","Thairo Estrada","(N/A)","2B","812","FA","29","","43.48","6","469.3","12%","-1%","83/349","39","8","40","75","2",".279","126","88"
"*03aoy*","Sean Murphy","ATL","C","814","FA","31","","43.4","72","423.6","53%","-1%","59/274","33","14","40","84","0",".317","112","76"
"*04bpj*","Taylor Walls","TB","SS","820","FA","29","","43.28","18","489.6","12%","0%","58/284","38","4","32","73","15",".287","88","83"
"*03aqw*","Mauricio Dubon","ATL","2B,3B,SS,LF,CF","828","FA","31","","43.01","29","463.9","23%","0%","76/286","37","5","30","36","2",".305","110","83"
"*03de9*","Rhys Hoskins","(N/A)","1B","830","FA","32","","42.88","31","467.5","31%","-1%","62/280","33","12","44","87","2",".319","110","78"
"*04en7*","Garrett Mitchell","MIL","CF","832","FA","27","","42.73","33","470","42%","0%","61/257","41","8","24","90","13",".326","106","75"
"*0316t*","Adam Frazier","LAA","2B,LF,RF","834","FA","34","","42.72","7","472.6","8%","0%","75/305","36","6","34","63","5",".307","109","81"
"*031el*","Danny Jansen","TEX","C","835","FA","30","","42.7","35","460.8","21%","0%","53/249","34","13","34","70","0",".312","104","75"
"*03eet*","Yoan Moncada","LAA","3B","838","FA","30","","42.62","32","478.1","26%","+1%","74/313","41","12","37","96","0",".321","132","85"
"*04mn4*","Joey Bart","PIT","C","839","FA","29","","42.6","29","464.9","22%","0%","79/315","32","8","39","90","1",".344","119","92"
"*061yt*","Alan Roden","MIN","LF,RF","846","FA","26","","42.42","8","475.8","16%","0%","64/252","34","6","29","46","4",".356","101","69"
"*06dsa*","Kyle Karros","COL","3B","847","FA","23","","42.37","25","483.9","33%","0%","101/406","52","5","26","110","2",".344","153","117"
"*04de1*","Triston Casas","BOS","1B","848","FA","26","","42.37","85","382.8","80%","0%","59/243","33","13","36","72","0",".343","113","67"
"*031cd*","Mitch Garver","SEA","C","851","FA","35","","42.28","10","480.6","7%","0%","56/273","34","12","38","92","3",".307","101","76"
"*04q0o*","Romy Gonzalez","BOS","1B,2B","854","FA","29","","42.2","42","448.1","37%","-1%","64/233","31","7","38","61","5",".319","104","67"
"*03d7g*","Alex Verdugo","(N/A)","LF","859","FA","29","","41.97","2","464.6","7%","-1%","74/308","41","5","29","53","2",".304","107","81"
"*05oxc*","Henry Davis","PIT","C","862","FA","26","","41.82","20","480.9","20%","0%","66/309","34","9","29","83","4",".304","107","92"
"*0597k*","Nick Gonzales","PIT","2B,SS","864","FA","26","","41.76","64","458.2","42%","0%","86/337","39","6","32","68","0",".310","129","83"
"*0529l*","Endy Rodriguez","PIT","1B","866","FA","25","","41.75","8","475.8","18%","0%","82/371","45","6","31","77","0",".297","122","108"
"*02zpf*","Edmundo Sosa","PHI","2B,3B,SS","871","FA","29","","41.57","24","480.9","18%","0%","69/271","34","9","35","69","2",".299","113","69"
"*0518n*","Vaughn Grissom","LAA","2B","873","FA","25","","41.51","35","478.9","25%","0%","65/267","34","5","27","58","8",".329","94","82"
"*05139*","Michael Massey","KC","2B,LF","881","FA","27","","41.18","16","486.5","14%","0%","71/297","29","9","30","58","2",".280","113","83"
"*04up9*","Heriberto Hernandez","MIA","LF,RF","882","FA","26","","41.14","31","475.1","27%","0%","58/262","37","10","36","81","2",".327","101","82"
"*06dlz*","Ryan Waldschmidt","ARI","LF,CF,RF","884","FA","23","","41.11","43","468","74%","+1%","49/179","30","4","18","36","13",".393","76","52"
"*05u96*","Bryce Eldridge","SF","1B","885","FA","21","NYY Wed 8:05PM","41.05","90","371.9","89%","0%","77/341","27","11","48","109","1",".303","126","98"
"*0311f*","Victor Caratini","MIN","C,1B","888","FA","32","","40.88","40","455.4","21%","0%","61/226","27","7","31","44","1",".343","92","67"
"*05lo5*","Freddy Fermin","SD","C","889","FA","30","","40.88","45","453.6","22%","0%","76/296","34","6","29","66","1",".310","106","84"
"*04ya4*","Nasim Nunez","WSH","2B,SS","890","FA","25","","40.87","27","459.8","21%","0%","49/225","31","3","21","58","19",".313","63","67"
"*0406n*","Andres Chaparro","WSH","1B","893","FA","26","","40.83","5","470.1","9%","0%","60/269","28","10","34","65","1",".310","104","82"
"*04ehj*","Dane Myers","CIN","LF,CF,RF","895","FA","29","","40.81","13","479.6","14%","-1%","55/234","30","6","27","71","14",".306","82","67"
"*02z0t*","Michael Conforto","(N/A)","LF","896","FA","32","","40.72","18","487.8","15%","-1%","60/266","36","10","33","78","1",".325","106","74"
"*04pqf*","Nick Fortes","TB","C","904","FA","29","","40.54","17","485.6","9%","0%","67/310","30","7","29","61","1",".270","103","91"
"*05yaf*","Jacob Young","WSH","CF","908","FA","26","","40.45","25","484.1","19%","-1%","63/252","31","2","23","50","12",".315","82","75"
"*05xu2*","Ryan Ritter","COL","2B,SS","912","FA","25","","40.26","17","488.2","18%","0%","67/260","32","7","27","81","6",".348","110","82"
"*051dl*","Edouard Julien","COL","1B,2B","916","FA","26","","40.19","23","480.4","24%","0%","81/355","40","10","31","128","3",".346","128","109"
"*01c1g*","Andrew McCutchen","(N/A)","UT","919","FA","39","","40.03","10","469","8%","-1%","61/254","31","10","30","67","1",".339","102","69"
"*05249*","Austin Martin","MIN","LF,CF","920","FA","26","","39.88","28","471.6","25%","0%","54/213","29","2","15","38","13",".361","74","67"
"*031b3*","Isiah Kiner-Falefa","BOS","2B,3B,SS","925","FA","30","","39.64","21","482.1","19%","0%","64/244","28","2","24","42","9",".305","84","67"
"*0515v*","David Hamilton","MIL","2B,SS","926","FA","28","","39.56","18","476.6","16%","0%","34/153","24","4","14","41","22",".304","55","43"
"*05xtz*","Dalton Rushing","LAD","C","930","FA","25","","39.46","45","451.2","69%","0%","57/260","29","10","35","85","0",".323","97","78"
"*03qml*","Dylan Moore","PHI","1B,2B,3B,RF","934","FA","33","","39.38","13","482.6","12%","-1%","39/200","31","8","24","77","14",".294","74","59"
"*02h98*","Enrique Hernandez","LAD","1B,2B,3B,LF","946","FA","34","","38.87","7","475","10%","0%","60/269","32","7","35","65","0",".277","93","72"
"*0312v*","Mike Tauchman","NYM","RF","950","FA","35","","38.81","7","470.3","9%","-1%","62/261","37","6","30","69","0",".341","94","72"
"*0316v*","Jake Bauers","MIL","1B,LF","953","FA","30","","38.69","20","476.3","13%","0%","42/192","29","9","29","73","7",".330","80","54"
"*066al*","Otto Kemp","PHI","1B,3B,LF","954","FA","26","","38.65","16","483.2","25%","0%","51/219","28","8","30","73","5",".333","89","60"
"*04psu*","James Outman","MIN","LF,CF,RF","957","FA","28","","38.48","12","480.8","12%","-1%","46/221","33","9","29","86","6",".319","88","67"
"*01t5w*","Miguel Rojas","LAD","2B,3B,SS","959","FA","36","","38.38","19","490.4","12%","0%","59/226","29","4","22","37","4",".316","84","66"
"*01s98*","Jose Iglesias","(N/A)","2B,3B,SS","960","FA","36","","38.36","5","471.3","5%","0%","64/253","27","3","27","44","4",".308","85","68"
"*04nqx*","Ezequiel Duran","TEX","1B,2B,3B,SS","961","FA","26","","38.33","13","484.8","12%","0%","57/237","27","4","20","65","12",".286","85","67"
"*041z2*","Jack Suwinski","(N/A)","LF,CF,RF","963","FA","27","","38.26","7","470.5","8%","-1%","44/221","27","8","26","75","9",".303","80","67"
"*04pqq*","Matt Vierling","DET","CF","965","FA","29","","38.13","19","492.5","19%","0%","59/241","32","6","24","65","4",".313","92","66"
"*05tzg*","Jace Jung","DET","3B","967","FA","25","","38.09","6","472.9","43%","0%","55/255","32","7","33","78","1",".336","91","83"
"*04emu*","Eric Wagaman","MIN","1B,LF","970","FA","28","","37.96","18","481.2","17%","-1%","60/238","28","6","26","56","2",".302","95","66"
"*02z96*","Dominic Smith","ATL","1B","975","FA","30","","37.81","1","464.2","3%","0%","57/250","27","6","28","57","2",".301","87","67"
"*03qo2*","LaMonte Wade Jr.","CHW","1B,RF","977","FA","32","","37.75","6","473.1","6%","0%","56/244","32","6","25","68","2",".354","86","72"
"*05ahe*","Curtis Mead","CHW","1B,2B,3B","981","FA","25","","37.67","13","479.4","19%","-1%","55/226","28","5","21","52","5",".316","84","66"
"*02mwg*","Jesse Winker","(N/A)","LF","985","FA","32","","37.51","1","464.6","7%","-1%","47/203","27","5","27","54","5",".347","74","60"
"*01s9k*","Starling Marte","(N/A)","LF","987","FA","37","","37.26","3","467.3","8%","-1%","57/221","26","5","24","53","5",".320","84","59"
"*02i1q*","Orlando Arcia","MIN","1B,2B,3B,SS","991","FA","31","","37.16","5","470.9","7%","-1%","62/280","25","8","25","63","0",".273","98","74"
"*041w3*","Eli White","ATL","LF,RF","992","FA","31","","37.08","5","470.3","6%","0%","44/191","28","5","22","54","8",".300","70","55"
"*02mzf*","Rob Refsnyder","SEA","LF,RF","996","FA","34","","36.85","15","477.6","11%","0%","46/182","25","7","26","50","3",".346","78","51"
"*05y4m*","Tim Tawa","ARI","1B,2B,LF,CF","997","FA","26","","36.84","18","480.5","13%","-1%","42/195","23","6","19","49","8",".298","71","58"
"*01s9c*","Randal Grichuk","(N/A)","LF,RF","998","FA","34","","36.8","2","464.4","4%","0%","48/191","27","8","23","42","0",".306","87","51"
"*03qqb*","Myles Straw","TOR","LF,CF,RF","1000","FA","31","","36.75","6","468.8","7%","-1%","48/220","29","2","19","50","10",".289","65","60"
"*01te5*","Donovan Solano","(N/A)","1B","1004","FA","38","","36.68","0","462.3","2%","0%","66/268","24","5","31","67","0",".313","94","71"
"*04y94*","Jonny DeLuca","TB","CF","1005","FA","27","","36.67","16","478","19%","0%","39/177","20","4","16","40","13",".292","62","51"
"*04y9h*","Kameron Misner","KC","CF,RF","1010","FA","28","","36.54","3","465.4","11%","-1%","37/191","28","6","19","71","11",".316","66","59"
"*05mru*","Thomas Saggese","STL","2B,3B,SS","1016","FA","23","","36.3","28","472.9","37%","-1%","56/230","27","5","25","61","3",".307","84","67"
"*05yb0*","T.J. Rumfield","COL","1B","1017","FA","25","","36.29","5","468","19%","0%","46/190","24","5","25","41","2",".336","71","58"
"*03zcx*","Will Benson","CIN","LF,CF,RF","1022","FA","27","","36.11","15","487.4","16%","0%","43/201","27","9","30","82","3",".298","82","59"
"*03xs3*","Miguel Amaya","CHC","C","1024","FA","26","","36.1","30","457.5","28%","0%","45/192","21","5","31","47","0",".303","72","58"
"*04mdf*","Jerar Encarnacion","SF","RF","1025","FA","28","NYY Wed 8:05PM","36.09","11","479.9","11%","-1%","46/211","22","8","29","75","5",".301","77","59"
"*02nqg*","Luis Torrens","NYM","C","1026","FA","29","","36.08","10","478.9","8%","0%","54/227","21","5","25","55","1",".300","81","67"
"*05145*","Darell Hernaiz","ATH","2B,3B,SS","1028","FA","24","","36.03","11","484.2","15%","0%","55/221","22","2","19","33","4",".322","75","66"
"*041q6*","Nolan Jones","CLE","LF,CF,RF","1032","FA","27","","35.93","13","482.4","19%","0%","49/218","24","6","24","70","5",".327","79","67"
"*01s99*","Travis dArnaud","LAA","C","1033","FA","37","","35.93","9","479.8","7%","0%","45/206","21","9","27","66","0",".284","82","59"
"*05tuw*","Trey Sweeney","DET","SS","1035","FA","25","","35.87","10","475.5","20%","-1%","48/227","26","6","25","66","4",".292","77","67"
"*04w4e*","Johan Rojas","PHI","CF","1038","FA","25","","35.81","3","467.9","10%","-1%","42/171","22","2","16","40","13",".295","58","50"
"*01lum*","Justin Turner","(N/A)","1B,3B","1040","FA","41","","35.77","0","461.9","3%","0%","46/191","23","5","24","41","2",".322","70","52"
"*03av1*","Jake Rogers","DET","C","1041","FA","30","","35.75","10","479.6","7%","0%","43/204","28","8","27","72","0",".284","79","59"
"*03fhx*","Elias Diaz","(N/A)","C","1042","FA","35","","35.72","1","464","4%","0%","50/221","23","6","26","57","0",".282","78","59"
"*04qow*","Kevin Alcantara","CHC","CF,RF","1044","FA","23","","35.71","17","482.5","57%","0%","51/223","23","6","25","78","7",".309","80","67"
"*05xor*","Christian Encarnacion-Strand","CIN","1B","1047","FA","26","","35.62","19","482.9","39%","-1%","45/200","23","9","29","63","0",".279","83","57"
"*066db*","Zach Cole Jr.","HOU","LF,CF,RF","1055","FA","25","","35.39","32","466.6","40%","0%","37/172","21","6","22","70","10",".311","70","51"
