Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kemp Alderman","MIA",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.241769,0.0548165,0.258157,0.212338,0.288255,0.388301,0.293845,0.676556,0.146531,5.07819,0.302204,0,-0.00796365,0.717926,-0.109178,85.5374,-0.00796365,-0.0329062,-0.12795214727520943,-0.10790625214576721,-0.00030353,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Kemp Alderman","sa3022562",694580
"Dom Nuñez","CLE",2,6,6,1,1,0,0,0,1,0,1,0,2,0,0,0,,0,0,0.16771,0.115754,0.341045,0.339409,0.272055,0.267998,0.248916,0.540053,0.100287,3.24321,0.25087,-0.00449763,-0.0101253,0.422929,-0.333281,57.197,-0.0146229,-0.0142321,-0.3374918969348073,0.11076794192194939,-0.00071811,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Dom Nunez","15055",624513
"Trey Lipscomb","WSN",3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.236125,0.0549279,0.208723,0.263162,0.281082,0.33405,0.270162,0.615133,0.0979252,4.18302,0.287682,-0.0049856,-0.0138732,1.16666,-0.487548,70.6751,-0.0188588,-0.0201771,-0.5054434146732092,0.02982294373214245,-0.00100646,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Trey Lipscomb","31567",702358
"Jose Miranda","SDP",3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.229303,0.0581912,0.1871,0.311017,0.282311,0.354898,0.279509,0.637209,0.125595,2.98175,0.26222,0.00594005,-0.0179604,1.2729,-0.381306,80.7965,-0.0120204,-0.0469761,-0.3306619534268975,-0.14697610959410667,-0.00121288,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Jose Miranda","20538",669304
"Michael Siani","LAD",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.196701,0.0910429,0.272472,0.334136,0.274982,0.286076,0.253914,0.561058,0.0893751,6.25757,0.264115,-0.00312514,0.0146372,0.490987,-0.336117,60.0337,0.0115121,0.0480107,-0.32006590347737074,0.0730107482522726,-0.0014491,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Michael Siani","22557",672279
"Tristan Peters","CHW",5,21,19,4,3,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.225151,0.0863581,0.211929,0.407486,0.297182,0.342624,0.283482,0.639806,0.117474,4.39852,0.272252,-0.00252884,-0.0441334,1.97709,-0.504221,79.5668,-0.0466622,-0.0604314,-0.552404161542654,-0.1854313760995865,-0.00153977,999,,,,,,,12.3,2.46,12.3,2.46,,,,,,,,,,,,,,,,,,,"Tristan Peters","30063",671976
"Wilmer Flores",,42,182,163,38,25,7,0,6,19,22,15,0,33,2,2,0,,0,0,0.23345,0.0815404,0.180803,0.450991,0.304279,0.385586,0.302466,0.689866,0.152137,2.0385,0.255341,-0.388058,-0.263746,19.94,-1.5647,92.4867,-0.651804,-0.0120585,-2.2679827213287354,-3.912058590911329,-0.00208483,999,,,,,,,177.5,4.226190476,177.5,4.226190476,,,,,,,,,,,,,,,,,,,"Wilmer Flores","5827",527038
"Ben Cowles","CHC",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.213926,0.0666932,0.313806,0.21253,0.275029,0.315863,0.26283,0.590892,0.101937,5.06891,0.306112,-0.000841422,-0.00338098,0.54166,-0.285444,67.4247,-0.0042224,-0.00796721,-0.274482105858624,0.017032787203788757,-0.00251255,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Ben Cowles","sa3016976",701496
"Will Banfield","CIN",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.207051,0.0458486,0.288457,0.158944,0.247773,0.319679,0.248361,0.567451,0.112627,2.76215,0.271957,-0.000847704,-0.00682121,0.420049,-0.336161,50.8406,-0.00766891,0.0111408,-0.380558667704463,0.13614084105938673,-0.00276718,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Will Banfield","23790",677943
"Tyler Wade","TEX",5,21,19,4,3,1,0,0,2,2,2,0,5,0,0,0,,1,0,0.219347,0.0911867,0.242045,0.376734,0.297412,0.287515,0.266018,0.584926,0.0681675,5.74056,0.292017,-0.0014516,0.0151102,1.67933,-0.801982,69.1991,0.0136586,-0.133406,-0.7486932380124927,-0.008406341075897217,-0.00351072,999,,,,,,,14.2,2.84,14.2,2.84,,,,,,,,,,,,,,,,,,,"Tyler Wade","15730",642180
